#{"t_start": 1563633476.40666, "env_id": "CarRacing-v1"}
3423.344444,95,4732.166638
3571.626667,111,4733.224839
2999.026667,218,4735.236521
3573.893333,142,4736.408386
2874.904444,89,4737.303994
1546.773333,194,4738.757109
3365.06,91,4739.669669
3172.193333,121,4740.730483
3512.433333,98,4741.679905
3578.593333,141,4742.840811
1872.193333,499,4747.14757
-2121.766667,1000,4755.39057
2352.337778,468,4759.683059
3564.293333,83,4760.571724
3565.56,90,4761.038471
3567.926667,97,4761.990891
2964.393333,85,4762.85761
3483.873333,84,4763.717353
3440.051111,85,4764.161089
2767.06,102,4765.13057
3568.826667,98,4766.085977
2827.411111,104,4767.059461
3573.293333,112,4767.648851
3298.826667,83,4768.515609
2699.071111,86,4769.395222
3365.26,91,4769.887893
3565.193333,84,4770.788486
3364.26,85,4771.65322
2957.904444,85,4772.095017
3054.033333,118,4773.136217
-1711.8,96,4774.062739
2610.726667,311,4776.978909
3529.317778,89,4777.443693
3564.793333,87,4778.327304
3459.793333,101,4779.278828
2947.193333,107,4780.263169
3565.626667,93,4780.745908
3565.926667,94,4781.657477
2746.94,139,4782.80338
2878.344444,144,4784.023157
-1498.633333,194,4785.897109
2867.333333,92,4786.372871
2763.993333,98,4787.378154
2762.926667,85,4788.361557
3164.226667,82,4789.216265
3163.693333,86,4789.655095
3375.826667,134,4790.796012
3176.093333,127,4791.884179
-1312.5,86,4792.755808
3364.493333,91,4793.654522
2592.593333,84,4794.087373
3167.26,106,4795.062764
2950.306667,88,4795.951353
3163.826667,91,4796.426045
-1114.133333,83,4797.279797
3565.693333,93,4798.219279
3206.24,95,4799.137831
3293.251111,84,4799.573664
3574.36,124,4800.642773
3564.293333,84,4801.501504
3476.671111,93,4802.410085
3365.926667,95,4802.900805
2907.677778,85,4803.766423
3566.426667,91,4804.668011
3564.726667,84,4805.102881
3364.293333,90,4805.997458
3564.76,86,4806.871264
-1301.366667,126,4807.948337
3564.793333,87,4808.409079
2900.126667,88,4809.281747
3564.593333,86,4810.154413
3565.76,91,4810.642143
2963.526667,92,4811.53776
-1700.066667,131,4812.639795
2952.693333,133,4813.747837
2937.64,96,4814.661399
3157.084444,185,4816.046735
2749.637778,110,4817.043995
4471.277778,1000,4825.725832
-11185.2,1000,4834.455485
-234.306667,1000,4843.045529
3761.277778,1000,4851.816055
1673.026667,1000,4859.963276
3367.526667,111,4860.990548
-2926.133333,824,4868.295134
3567.226667,105,4869.277548
3159.517778,81,4869.703405
3127.284444,157,4871.022882
-1111.933333,85,4871.884571
3403.273333,81,4872.751257
3568.226667,107,4873.742646
3567.126667,96,4874.233334
3377.86,142,4875.393167
3165.693333,99,4876.362577
3432.726667,91,4877.331022
3364.993333,88,4878.373203
3338.506667,90,4878.834006
3406.506667,102,4879.785464
2875.171111,96,4880.705002
3326.126667,93,4881.624548
2963.626667,92,4882.097248
3567.293333,98,4883.030818
3564.793333,87,4883.914461
3165.726667,101,4884.436027
3212.904444,88,4885.317711
2965.926667,91,4886.220296
3164.226667,91,4887.116826
3382.826667,170,4888.446352
3566.693333,97,4889.373792
3483.94,86,4889.817641
3367.96,106,4890.784097
-1309.833333,105,4891.756484
3358.693333,243,4893.863789
-1294.966667,166,4895.16392
3565.493333,93,4896.063509
3404.706667,89,4896.971082
3568.66,106,4897.524567
3496.551111,109,4898.526961
3213.393333,351,4901.611668
3567.693333,118,4902.664826
2972.36,147,4903.855716
3097.36,1000,4912.765858
2654.937778,96,4913.717353
3569.726667,110,4914.70863
3516.393333,1000,4922.892854
3170.226667,121,4923.959038
3370.393333,123,4925.031139
3495.651111,102,4925.980626
4534.44,1000,4934.578745
4131.526667,1000,4943.305495
4732.66,1000,4951.500543
3570.593333,117,4952.532876
3232.066667,760,4959.086676
2419.626667,341,4962.141513
3571.826667,127,4963.224618
-1496.3,176,4964.577996
3282.037778,88,4965.456648
3170.76,113,4966.463919
2391.666667,103,4967.5191
3568.76,114,4968.678075
3567.226667,107,4969.234552
3608.26,507,4973.598428
-1305.466667,127,4974.673555
3569.393333,131,4975.767622
3567.993333,121,4976.813869
3516.1,117,4977.844118
3434.193333,414,4981.737635
3082.777778,123,4982.370021
2891.426667,588,4987.552091
3335.617778,129,4988.667147
3572.626667,145,4989.854972
3121.851111,111,4990.853266
1924.326667,906,4998.729246
3077.137778,104,4999.690669
3164.926667,101,5000.649153
2970.593333,128,5001.73122
2625.611111,128,5002.82229
3564.526667,88,5003.280113
3299.726667,84,5004.141776
2988.937778,105,5005.128138
3094.817778,101,5006.104528
3566.093333,98,5006.665994
3290.611111,88,5007.563618
3170.193333,132,5008.678648
2893.106667,103,5009.631102
3534.117778,114,5010.660383
3260.071111,104,5011.63752
3365.86,100,5012.16112
3175.426667,116,5013.193361
2877.571111,110,5014.208646
3106.471111,121,5015.279781
2648.684444,111,5016.289085
2495.904444,89,5017.185687
3570.426667,116,5018.232887
3332.684444,118,5019.291059
3457.993333,87,5019.747836
3488.306667,115,5020.785065
3163.926667,90,5021.70361
2834.784444,116,5022.790728
3168.393333,115,5023.833949
3464.793333,113,5024.852192
3147.773333,115,5025.453619
3058.526667,94,5026.370209
3320.4,129,5027.566934
3571.26,140,5028.793656
-1105.3,125,5029.874766
3586.893333,216,5031.848489
2000.16,130,5032.967498
3031.826667,103,5033.939912
2424.36,359,5037.06164
3563.76,83,5037.488424
3572.526667,128,5038.582611
1778.251111,722,5044.920726
-1308.2,97,5045.872152
2978.017778,1000,5054.128119
2966.593333,102,5055.08759
2145.217778,213,5057.037312
3568.26,97,5058.102456
3572.293333,119,5059.152725
-1706.0,110,5059.726115
3568.626667,99,5060.682492
3567.893333,108,5061.672842
-1701.3,159,5062.930453
3262.437778,123,5064.013595
2807.193333,284,5066.358324
3312.351111,105,5067.332684
3170.293333,128,5068.4777
3570.026667,110,5069.487373
-1312.3,95,5070.444858
3168.193333,102,5071.413196
3383.926667,171,5072.731704
2221.206667,120,5073.801267
2427.704444,172,5075.141656
3565.76,92,5076.058283
3567.993333,106,5077.039659
1952.466667,252,5079.211812
-1310.7,95,5080.166224
3368.093333,102,5080.691885
2902.426667,102,5081.667238
3168.126667,101,5082.619739
3367.326667,101,5083.564176
2892.137778,228,5085.614735
3173.56,142,5086.771606
3419.826667,317,5089.433484
3135.04,81,5090.288165
3581.16,198,5091.784242
3568.06,106,5092.790509
3606.026667,226,5094.829025
3566.793333,97,5095.76658
3565.16,87,5096.220376
2238.293333,409,5100.125938
2609.966667,209,5101.648829
2968.984444,130,5102.746899
3185.266667,121,5103.807099
3336.773333,84,5104.702703
3593.426667,263,5106.927732
3368.76,103,5107.901179
3369.726667,108,5108.487686
3568.693333,108,5109.470023
2013.926667,301,5112.359262
3596.217778,1000,5120.838677
2330.011111,737,5127.2127
319.526667,1000,5135.869597
4195.14,1000,5144.484491
4649.66,1000,5153.233136
4107.704444,1000,5161.830203
2833.16,611,5166.7159
3566.46,95,5167.63349
3342.993333,1000,5176.379339
1665.251111,277,5178.898605
3199.693333,105,5179.897936
3163.126667,88,5180.821428
-1107.3,95,5181.319136
3568.76,97,5182.260618
2603.04,266,5184.499631
3568.593333,95,5185.422168
3243.117778,100,5186.376588
3566.56,91,5186.850788
3432.104444,264,5189.072801
3568.226667,98,5190.008279
3567.693333,116,5191.051521
2036.16,104,5192.016947
3168.026667,102,5192.978371
2967.393333,114,5194.047132
2504.551111,334,5196.648208
2596.117778,313,5199.573321
2617.16,282,5201.890162
3266.293333,474,5206.103091
3173.526667,102,5206.628687
3383.571111,1000,5215.428181
3525.06,1000,5224.02394
4160.9,1000,5232.668892
3142.504444,161,5233.920563
3567.76,103,5234.880995
3566.193333,90,5235.770696
3083.426667,555,5240.506989
2767.626667,115,5241.532214
3016.606667,90,5242.000962
2138.593333,1000,5250.58905
4715.626667,1000,5259.234917
3707.426667,703,5265.52308
3368.726667,101,5266.042727
2896.006667,106,5267.031049
3329.926667,102,5268.249789
2565.426667,157,5269.558369
3582.926667,187,5271.40239
3580.826667,158,5272.648426
3137.693333,143,5273.847265
3370.126667,151,5275.120817
3601.393333,211,5277.070642
2918.684444,99,5278.010081
2743.973333,128,5279.097192
-3951.266667,762,5285.575868
3508.771111,263,5287.789946
2622.093333,298,5290.170661
3566.126667,91,5291.073282
-2114.633333,95,5291.567959
3165.96,96,5292.518391
3179.426667,138,5293.672342
3059.16,100,5294.647734
3570.093333,102,5295.625122
3566.493333,91,5296.549654
3169.593333,115,5297.219824
3366.56,94,5298.25709
3191.66,198,5300.147052
3530.551111,95,5300.641717
3363.893333,83,5301.517335
3367.693333,96,5302.451836
3282.604444,89,5303.342579
3052.333333,114,5303.946962
3564.66,88,5304.840652
3255.871111,87,5305.721219
2562.933333,312,5308.201665
2713.437778,117,5309.244839
2115.884444,99,5310.187316
3277.006667,110,5311.191673
3163.56,87,5311.646455
3163.76,89,5312.536027
3207.133333,233,5314.705375
2737.093333,765,5321.276813
3168.56,104,5322.24925
3569.793333,103,5323.21666
3225.044444,113,5323.808005
3567.06,106,5324.786448
3068.777778,93,5325.698986
2938.24,93,5326.63249
3582.693333,171,5328.090557
3115.833333,111,5329.098861
-1712.466667,95,5330.014416
2692.406667,585,5334.736824
1971.477778,451,5338.754453
3364.726667,87,5339.210275
3536.206667,79,5340.035999
3537.74,84,5340.910705
3050.96,389,5344.201977
3111.833333,104,5345.166399
3568.16,98,5345.675039
-2114.033333,96,5346.601562
2968.193333,109,5347.599894
2968.293333,115,5348.635126
3166.326667,99,5349.581661
3256.393333,467,5353.301674
3569.426667,110,5354.328928
3567.193333,92,5355.230133
-1309.133333,95,5356.156748
2843.006667,91,5356.638878
3364.426667,88,5357.610282
2993.0,95,5358.620011
-1111.133333,90,5359.091723
3567.493333,101,5360.052824
2794.34,304,5362.938864
3170.06,117,5363.998689
3569.093333,100,5364.521896
3569.326667,102,5365.485992
-1250.3,331,5368.513082
3398.5,158,5369.77635
3212.704444,87,5370.701411
-232.328889,1000,5378.96156
2603.493333,236,5381.04205
3363.46,86,5381.914004
2067.184444,1000,5390.8566
2847.86,472,5394.649482
2618.16,306,5397.598599
2224.504444,97,5398.532139
3145.306667,96,5399.032799
3514.226667,639,5404.456296
-1295.833333,173,5406.21959
-1112.266667,85,5406.658417
3018.14,95,5407.574964
2682.084444,97,5408.499458
-1308.5,97,5409.437025
3165.46,90,5409.89775
3175.86,144,5411.069587
2934.817778,82,5411.929289
2528.826667,107,5412.919718
3165.993333,96,5413.863161
3167.426667,107,5414.426649
3373.904444,116,5415.462842
-1305.5,127,5416.571951
2223.526667,347,5419.814209
3183.46,167,5421.116804
2679.426667,541,5426.101401
3314.8,96,5426.598111
2748.6,107,5427.57945
2601.537778,126,5428.663552
3368.16,98,5429.60607
2607.773333,103,5430.56846
3099.771111,185,5431.977694
3302.76,103,5432.947168
3565.593333,96,5433.899555
3006.34,96,5434.856155
3166.36,93,5435.352752
3002.573333,87,5436.233398
2481.871111,114,5437.262678
2211.984444,114,5438.283917
3569.593333,108,5439.309201
3570.026667,116,5439.910603
2222.593333,317,5442.859718
2766.926667,109,5443.856067
3568.426667,99,5444.81745
-2072.433333,233,5446.465074
2155.226667,114,5447.596022
3511.933333,89,5448.54252
3165.493333,101,5449.497937
3316.184444,84,5449.93477
3020.906667,108,5450.931144
3371.104444,322,5453.911139
2397.493333,1000,5462.643908
3133.16,765,5469.246281
3195.726667,212,5470.820073
2126.873333,741,5477.199017
2754.206667,156,5478.525501
2966.393333,101,5479.469979
3564.06,85,5480.36858
3618.793333,338,5482.963677
2644.46,450,5487.003858
3167.793333,114,5488.024147
3570.126667,114,5489.039381
3196.026667,93,5489.52017
3173.126667,153,5491.179732
3171.16,129,5492.277773
2823.126667,372,5495.089921
3603.76,278,5497.845515
3105.36,1000,5506.467498
3318.917778,105,5507.621383
4501.826667,1000,5516.643337
4099.926667,1000,5525.613262
2695.426667,1000,5534.323992
4666.593333,1000,5542.670615
4310.371111,1000,5551.356357
-5967.966667,1000,5560.252806
-4921.473333,1000,5569.370481
2926.273333,1000,5578.071356
2965.226667,93,5578.552077
-1111.366667,101,5579.510483
3044.36,100,5580.508839
3153.851111,184,5581.927344
2332.917778,93,5582.831782
3585.926667,161,5584.132825
3715.984444,1000,5592.88307
4313.593333,1000,5601.787076
-3966.2,1000,5610.764155
4670.593333,1000,5619.479192
4660.926667,1000,5628.6858
4231.971111,1000,5636.950766
4255.793333,1000,5645.514917
3172.717778,1000,5654.129603
3345.126667,1000,5663.058058
4748.46,1000,5671.810763
3993.14,1000,5680.029198
4728.326667,1000,5688.830591
2499.3,1000,5697.419602
4498.06,1000,5706.02469
4675.593333,1000,5714.598773
4730.46,1000,5722.82839
1800.26,1000,5731.359999
4731.593333,1000,5740.075059
1527.811111,739,5746.473223
1692.473333,598,5752.013445
2396.56,1000,5760.245574
3121.093333,1000,5768.969125
2027.633333,477,5773.208753
2532.74,247,5775.337054
3575.893333,132,5776.443246
3366.06,93,5777.375677
2410.971111,277,5779.789332
3619.626667,266,5781.998274
3317.217778,92,5782.902855
3571.893333,114,5783.491247
3461.86,97,5784.42375
3567.626667,94,5785.347283
3276.171111,94,5786.282781
3366.126667,94,5786.775458
3320.771111,90,5787.678016
3567.393333,98,5788.609605
3565.26,90,5789.53913
3338.606667,87,5789.9849
3022.277778,91,5790.8825
2280.371111,95,5791.79808
3165.76,92,5792.27301
3406.473333,95,5793.213497
3136.973333,87,5794.100125
-1510.3,94,5795.04061
3167.393333,94,5795.547283
3114.066667,100,5796.563721
3104.826667,116,5797.589953
3566.96,96,5798.549387
3564.96,87,5799.000182
3566.06,88,5799.918727
3168.726667,98,5800.866232
3337.806667,86,5801.756813
3566.793333,100,5802.271472
3575.193333,131,5803.401452
3304.36,107,5804.405766
3568.093333,96,5805.337276
2843.626667,93,5806.247841
2744.593333,98,5806.752532
3567.026667,94,5807.820604
3137.993333,237,5809.978879
3570.026667,103,5810.937337
3566.06,93,5811.862831
-1107.766667,97,5812.372435
2930.26,104,5813.347901
2379.926667,155,5814.579255
2709.437778,136,5815.70719
3567.06,101,5816.667622
3025.673333,107,5817.661006
2942.404444,312,5820.137414
3599.793333,239,5822.242866
2419.926667,273,5824.538737
3595.593333,214,5826.517443
3196.126667,199,5828.478163
2997.86,239,5830.646402
1915.293333,760,5836.794018
2604.526667,272,5839.664302
1972.44,389,5843.01642
748.237778,574,5848.02706
2622.226667,318,5851.035981
3607.726667,1000,5859.463562
3195.037778,121,5860.602519
3206.76,255,5862.834806
3570.693333,109,5863.890886
3566.326667,95,5864.851328
3576.16,178,5866.244052
3165.293333,95,5867.20302
3568.926667,102,5868.296075
3566.46,91,5869.218232
-1106.4,101,5869.769899
3568.426667,96,5870.712316
3366.026667,92,5871.647017
3567.16,96,5872.575609
3368.993333,98,5873.088424
3425.311111,103,5874.06404
3366.96,107,5875.048105
3495.517778,95,5875.981559
2453.817778,100,5876.945956
3572.526667,118,5877.586073
2811.904444,94,5878.525681
3567.76,105,5879.537734
3378.493333,142,5880.820343
3302.76,102,5881.84261
3178.893333,158,5883.088304
2861.6,141,5884.270113
1679.426667,506,5888.601271
1931.311111,311,5891.501555
3578.86,147,5892.685433
3232.926667,100,5893.643873
3225.973333,439,5897.216417
3166.226667,99,5898.296565
3643.026667,358,5901.444192
3569.193333,103,5901.971828
3152.393333,792,5909.073465
2817.206667,88,5909.525977
-1108.866667,100,5910.462465
3569.126667,102,5911.423979
3575.226667,139,5912.562989
-1700.5,139,5913.704977
1949.393333,767,5920.252008
3165.36,104,5921.221451
3369.026667,100,5922.166921
3318.484444,98,5922.693515
1950.666667,224,5924.725222
2764.393333,92,5925.623762
3240.226667,355,5928.889961
3565.193333,89,5929.344703
2733.784444,198,5931.245679
3565.626667,89,5932.137312
2553.384444,362,5934.87108
3017.326667,289,5937.675584
3567.893333,102,5938.209157
2768.426667,114,5939.225475
3441.526667,365,5942.391949
3538.206667,88,5943.282596
3004.36,251,5945.448887
1008.826667,1000,5954.093063
-1108.533333,97,5954.592719
3669.293333,432,5958.673743
3261.793333,115,5959.696653
2431.237778,89,5960.162366
3566.86,99,5961.108301
2959.637778,92,5962.011884
3144.106667,149,5963.204458
3573.526667,164,5964.487029
2747.766667,105,5965.466445
3377.46,161,5966.72366
-1911.833333,93,5967.629294
-1319.333333,95,5968.544847
3397.626667,209,5970.057047
3569.893333,108,5971.0594
3424.677778,97,5971.989877
2796.593333,237,5974.083282
3230.093333,301,5976.506842
3393.433333,165,5978.207275
3074.866667,1000,5986.426533
2994.866667,1000,5995.126378
2146.066667,743,6001.524853
2967.86,108,6002.508224
3025.76,293,6004.893797
3251.466667,100,6005.835354
2843.64,99,6006.793795
2713.266667,116,6007.827196
2814.137778,94,6008.308319
2564.826667,851,6015.715735
-1106.233333,107,6016.704056
2734.151111,113,6017.818136
2839.626667,368,6021.045487
2560.771111,151,6022.255736
3569.826667,108,6023.247776
1379.06,1000,6031.433557
4130.86,1000,6040.072636
3114.126667,1000,6048.847505
3180.184444,1000,6057.398107
4662.526667,1000,6066.083601
4522.193333,1000,6074.282646
-6433.362222,1000,6082.998832
3765.104444,1000,6091.551695
4574.74,1000,6100.107311
2533.14,1000,6108.853929
3950.444444,1000,6117.429564
4672.86,1000,6125.900693
3216.14,1000,6134.846885
3960.26,1000,6143.899739
3201.426667,203,6145.879432
2898.36,765,6152.621499
3166.66,96,6153.147048
3276.973333,97,6154.115432
3569.126667,99,6155.115757
2739.373333,102,6156.100562
3299.626667,88,6156.579281
3568.26,95,6157.571971
3165.493333,99,6158.548326
3117.171111,209,6160.128103
3566.993333,100,6161.108484
2620.517778,148,6162.346213
3147.806667,98,6163.315582
3261.466667,158,6164.647025
2238.751111,100,6165.667295
-1112.0,93,6166.602831
3167.726667,98,6167.645009
3259.893333,98,6168.297265
2219.793333,292,6171.202498
2764.16,94,6171.716126
3164.093333,95,6172.65864
3566.726667,94,6173.601086
2836.533333,307,6176.115364
3183.06,171,6177.897599
2407.56,235,6179.609024
2926.96,148,6181.275569
3017.993333,322,6183.881603
1381.126667,1000,6192.748898
1661.14,369,6196.056057
1203.973333,899,6204.125484
3166.36,96,6205.090904
3367.626667,101,6205.641432
3586.06,200,6207.57227
-1313.633333,83,6208.474857
3166.226667,95,6208.988484
2912.333333,99,6209.980832
3365.76,87,6210.892395
3567.26,96,6211.847841
3178.626667,150,6213.091515
3571.726667,107,6214.105803
2413.373333,100,6214.64636
3408.36,258,6216.926264
-1308.866667,103,6217.9226
3479.837778,101,6218.899029
3576.493333,133,6220.068863
2995.926667,88,6220.991397
3242.951111,94,6221.52497
2731.117778,101,6222.503355
3570.093333,102,6223.491712
3570.56,155,6224.773287
2620.36,299,6227.814159
2975.493333,137,6229.07778
2564.193333,96,6229.595395
-1796.133333,549,6234.742636
3570.06,121,6235.845686
2866.766667,88,6236.327474
3568.76,103,6237.313761
3406.24,90,6238.228317
3569.426667,100,6239.205704
3166.893333,100,6239.761219
3569.66,102,6240.761545
3476.437778,89,6241.675104
3568.96,103,6242.667451
3567.96,94,6243.18008
3569.86,102,6244.158464
2685.373333,99,6245.167198
3166.16,96,6246.113668
-1310.366667,92,6246.617322
3567.826667,102,6247.592716
3020.906667,104,6248.584066
3567.926667,100,6249.560482
2988.237778,93,6250.508948
3379.293333,143,6251.725666
3168.593333,101,6252.273202
2257.471111,101,6253.24962
3216.704444,111,6254.280835
3021.74,103,6255.293131
3365.06,92,6256.222644
2545.537778,103,6256.796112
3337.94,81,6257.789456
2755.826667,188,6259.747221
3569.526667,104,6260.323715
3568.193333,95,6261.273143
2662.684444,104,6262.264507
3569.693333,106,6263.28478
3569.293333,115,6264.348934
3089.04,105,6264.924396
3548.271111,92,6265.873304
3349.871111,95,6266.81583
2657.36,98,6267.779208
-1306.6,103,6268.335721
3222.96,288,6271.189093
3147.073333,96,6271.709702
3566.426667,94,6272.645275
2944.426667,128,6273.766204
1666.16,444,6277.904973
335.533333,620,6283.391307
1931.173333,222,6285.015963
3568.126667,96,6285.966423
3011.293333,262,6288.438813
3568.56,108,6289.456094
2558.46,555,6294.183456
3341.673333,103,6295.162838
835.906667,1000,6304.010186
-2101.133333,149,6305.267865
3197.793333,100,6306.247205
3567.226667,94,6307.205643
3582.36,157,6308.474252
3583.526667,162,6309.767794
3567.826667,99,6310.731219
3566.56,90,6311.230884
3569.726667,110,6312.254148
3566.993333,93,6313.188649
3145.173333,90,6314.110185
3568.56,104,6315.09954
3476.904444,90,6315.586279
3569.66,123,6316.685302
2968.026667,107,6317.812289
3347.004444,105,6318.892401
2841.793333,367,6322.172632
3164.926667,92,6323.104141
2474.726667,267,6325.403993
3570.46,105,6325.968484
3569.226667,103,6326.956842
-1309.533333,96,6327.90032
3569.726667,106,6328.90566
3165.993333,91,6329.826172
3369.66,104,6330.38867
3215.504444,102,6331.378024
3568.826667,104,6332.3594
-1508.066667,97,6333.330804
3261.193333,103,6333.88532
2797.426667,107,6334.89163
3568.16,94,6335.825171
2962.26,84,6336.722763
-1309.966667,107,6337.731077
3369.826667,122,6338.819131
-1305.6,101,6339.368662
2853.433333,112,6340.398907
3568.76,99,6341.368316
3569.26,103,6342.360664
2872.937778,79,6342.786525
2859.926667,108,6343.797822
3585.593333,173,6345.603993
3569.76,110,6346.200434
3426.877778,109,6347.256575
3368.593333,103,6348.416474
4201.473333,1000,6357.27579
2963.56,90,6358.207302
3567.626667,95,6358.71594
2541.56,93,6359.648477
3569.826667,107,6360.650805
3497.617778,100,6361.64511
3015.004444,96,6362.176689
3507.504444,106,6363.181052
2765.56,99,6364.154402
3570.526667,109,6365.18764
2967.86,101,6366.176995
3566.993333,97,6366.726561
3569.626667,105,6367.721866
-1508.466667,99,6368.67731
3424.977778,93,6369.619791
3365.993333,89,6370.105512
2263.771111,132,6371.254421
3186.826667,224,6373.317933
3591.76,226,6375.400337
3165.693333,103,6376.386735
3139.64,100,6377.414953
3165.26,94,6378.051252
3568.293333,101,6379.085486
3183.526667,177,6380.472778
3164.126667,92,6381.406787
3086.204444,117,6382.491887
3368.626667,102,6383.471306
-1302.033333,135,6384.637152
3079.311111,100,6385.604567
3487.34,97,6386.567026
3566.76,94,6387.103593
3423.16,289,6389.524088
3217.793333,299,6392.42533
2621.793333,324,6395.046325
3164.96,95,6395.993792
3569.093333,103,6396.983147
3315.633333,103,6398.062017
-1706.4,113,6399.106228
3617.093333,296,6401.561698
3193.493333,1000,6410.630455
2107.66,818,6417.611756
